date,equity,daily_pnl,intraday_equity_low
2026-07-29,33346.810228449904,95.59657267497876,33237.81988371791
2026-07-30,33454.85560804283,108.04537959292652,33257.447852994046
2026-07-31,33531.71186507122,76.85625702838827,33415.7683803927
2026-08-03,33357.05912740098,-174.65273767024237,33357.05912740098
2026-08-04,33106.76874261469,-250.29038478629028,33106.76874261469
2026-08-05,33188.09913013202,81.33038751733245,33081.40566111602
2026-08-06,33265.49482852358,77.39569839156168,33147.74410285335
2026-08-07,33350.3077121528,84.81288362921823,33201.675400370834
2026-08-10,33424.03777081895,73.73005866615252,33303.24415764097
2026-08-11,33504.11502031851,80.07724949955907,33418.118441918195
2026-08-12,33585.365385059915,81.25036474140252,33495.8500787015
2026-08-13,33659.808157689426,74.44277262951353,33450.05604464307
2026-08-14,33729.92675840487,70.11860071544966,33650.453853304985
2026-08-17,33806.78961017025,76.86285176537588,33712.540349925766
2026-08-18,33884.96550093819,78.17589076793816,33785.11889813892
2026-08-19,33965.709414185396,80.74391324720473,33850.91900801499
2026-08-20,34044.268089924306,78.55867573891324,33917.79749682247
2026-08-21,34120.14109055226,75.87300062794846,34038.247214720934
2026-08-24,34198.036387007036,77.89529645477622,34115.233134602546
2026-08-25,34273.90502935245,75.86864234541004,34181.191164945994
2026-08-26,34355.14514389489,81.24011454244801,34213.57655765228
