month,trades,wins,losses,win_rate_pct,gross_premium,net_pnl,ret_on_initial_account_pct
2026-01,19,2,17,10.5,1092.39,-1789.31,-7.16
2026-02,14,3,11,21.4,1010.09,-2241.29,-8.97
2026-03,9,0,9,0.0,852.55,-1581.89,-6.33
2026-04,20,4,16,20.0,1523.46,-1464.35,-5.86
2026-05,20,4,16,20.0,1396.42,-1534.62,-6.14
2026-06,10,0,10,0.0,668.61,-2070.76,-8.28
