date,prior_data_date,structure,clock,S_open,daily_close,hourly_close,iv,exit_iv_mult,credit_haircut,gross_credit,pnl,vix_prev,vix9_prev,estimated_margin,put_strike,put_entry_delta,put_model_mid,put_credit,put_exit,put_reason,put_pnl,call_strike,call_entry_delta,call_model_mid,call_credit,call_exit,call_reason,call_pnl
2026-02-19,2026-02-18,strangle,calendar,683.84,684.48,684.51,0.1962,1.0,1.0,78.86,76.26,19.62,19.08,13471.66,681,-0.2162,0.452,0.422,0.0,cash_settle_proxy,40.9,687,0.196,0.3965,0.3665,0.0,cash_settle_proxy,35.35
2026-02-20,2026-02-19,strangle,calendar,682.32,689.43,689.35,0.2023,1.0,1.0,65.54,-319.47,20.23,19.87,13379.94,679,-0.1863,0.3844,0.3544,0.0,cash_settle_proxy,34.14,686,0.1661,0.331,0.301,3.8242,stop,-353.62
2026-02-23,2026-02-20,strangle,calendar,687.83,682.39,682.41,0.1909,1.0,1.0,74.47,-111.23,19.09,18.02,13548.07,685,-0.212,0.4314,0.4014,1.831,stop,-144.26,691,0.1901,0.3733,0.3433,0.0,cash_settle_proxy,33.03
2026-02-25,2026-02-24,strangle,calendar,690.97,693.15,693.1,0.1955,1.0,1.0,80.11,77.51,19.55,18.6,13602.51,688,-0.2074,0.4315,0.4015,0.0,cash_settle_proxy,38.85,694,0.2075,0.4296,0.3996,0.0,cash_settle_proxy,38.66
2026-02-26,2026-02-25,strangle,calendar,693.28,689.3,689.32,0.1793,1.0,1.0,64.46,-474.22,17.93,16.28,13658.06,690,-0.1641,0.295,0.265,5.3608,stop,-510.89,696,0.2133,0.4096,0.3796,0.0,cash_settle_proxy,36.66
2026-02-27,2026-02-26,strangle,calendar,683.09,685.99,686.28,0.1863,1.0,1.0,68.24,-124.4,18.63,16.65,13439.04,680,-0.184,0.3489,0.3189,0.0,cash_settle_proxy,30.59,686,0.203,0.3934,0.3634,1.9003,stop,-154.99
2026-03-02,2026-02-27,strangle,calendar,678.7,686.38,686.37,0.1986,1.0,1.0,80.3,-299.03,19.86,18.59,13384.3,676,-0.2286,0.4884,0.4584,0.0,cash_settle_proxy,44.54,682,0.1867,0.3746,0.3446,3.7673,stop,-343.57
2026-03-03,2026-03-02,strangle,calendar,675.06,680.33,680.28,0.2144,1.0,1.0,95.52,-370.42,21.44,21.18,13302.72,672,-0.2164,0.4885,0.4585,3.0236,stop,-257.82,678,0.2304,0.5268,0.4968,1.6098,stop,-112.6
2026-03-05,2026-03-04,strangle,calendar,682.08,681.31,681.44,0.2115,1.0,1.0,94.78,-242.49,21.15,20.6,13444.38,679,-0.2142,0.4803,0.4503,1.4546,stop,-101.72,685,0.2312,0.5274,0.4974,1.892,stop,-140.76
2026-03-06,2026-03-05,strangle,calendar,673.41,672.38,672.47,0.2375,1.0,1.0,98.16,-91.87,23.75,23.55,13225.36,670,-0.2144,0.5336,0.5036,1.8743,stop,-138.37,677,0.2074,0.508,0.478,0.0,cash_settle_proxy,46.5
2026-03-18,2026-03-17,strangle,calendar,668.36,661.43,661.57,0.2237,1.0,1.0,82.19,-166.17,22.37,22.36,13113.39,665,-0.2023,0.4626,0.4326,2.4576,stop,-203.8,672,0.1881,0.4193,0.3893,0.0,cash_settle_proxy,37.63
2026-03-26,2026-03-25,strangle,calendar,652.06,645.09,645.1,0.2533,1.0,1.0,86.23,-50.9,25.33,25.26,12733.43,648,-0.181,0.4437,0.4137,1.3452,stop,-94.46,656,0.1931,0.4786,0.4486,0.0,cash_settle_proxy,43.56
2026-03-27,2026-03-26,strangle,calendar,642.5,634.09,634.08,0.2744,1.0,1.0,84.09,-83.02,27.44,27.05,12484.09,638,-0.1719,0.4438,0.4138,1.6451,stop,-124.43,647,0.1769,0.4571,0.4271,0.0,cash_settle_proxy,41.41
2026-03-30,2026-03-27,strangle,calendar,640.11,631.97,632.0,0.3105,1.0,1.0,117.93,-173.69,31.05,30.64,12509.13,636,-0.2212,0.6908,0.6608,2.8902,stop,-224.24,645,0.1859,0.5485,0.5185,0.0,cash_settle_proxy,50.55
2026-03-31,2026-03-30,strangle,calendar,638.94,650.34,650.24,0.3061,1.0,1.0,113.35,-104.3,30.61,30.57,12486.15,634,-0.1742,0.5012,0.4712,0.0,cash_settle_proxy,45.82,643,0.2257,0.6924,0.6624,2.1505,stop,-150.11
2026-04-01,2026-03-31,strangle,calendar,653.9,655.24,655.18,0.2525,1.0,1.0,86.16,-74.95,25.25,24.18,12774.16,650,-0.1905,0.4733,0.4433,0.0,cash_settle_proxy,43.03,658,0.1834,0.4484,0.4184,1.5852,stop,-117.98
2026-04-02,2026-04-01,strangle,calendar,646.42,655.83,655.88,0.2454,1.0,1.0,96.11,-144.31,24.54,23.61,12682.51,643,-0.2118,0.5211,0.4911,0.0,cash_settle_proxy,47.81,650,0.2062,0.5,0.47,2.3781,stop,-192.12
2026-04-06,2026-04-02,strangle,calendar,655.86,658.93,658.87,0.2387,1.0,1.0,73.96,-89.82,23.87,21.71,12805.16,652,-0.1803,0.4185,0.3885,0.0,cash_settle_proxy,37.55,660,0.1682,0.3811,0.3511,1.6118,stop,-127.36
2026-04-07,2026-04-06,strangle,calendar,656.65,659.22,659.26,0.2417,1.0,1.0,96.37,-139.18,24.17,23.9,12894.37,653,-0.1968,0.4743,0.4443,2.3295,stop,-189.82,660,0.2217,0.5494,0.5194,0.0,cash_settle_proxy,50.64
2026-04-09,2026-04-08,strangle,calendar,674.84,679.91,679.87,0.2104,1.0,1.0,91.21,-225.87,21.04,19.16,13304.01,672,-0.2289,0.5155,0.4855,0.0,cash_settle_proxy,47.25,678,0.2094,0.4566,0.4266,3.1448,stop,-273.12
2026-04-10,2026-04-09,strangle,calendar,681.32,679.46,679.34,0.1949,1.0,1.0,77.41,74.81,19.49,16.81,13435.81,678,-0.177,0.3467,0.3167,0.0,cash_settle_proxy,30.37,684,0.2318,0.4874,0.4574,0.0,cash_settle_proxy,44.44
2026-04-13,2026-04-10,strangle,calendar,677.41,686.1,686.01,0.1923,1.0,1.0,74.08,-75.33,19.23,16.36,13363.28,674,-0.166,0.3137,0.2837,0.0,cash_settle_proxy,27.07,680,0.2352,0.4872,0.4572,1.4682,stop,-102.4
2026-04-14,2026-04-13,strangle,calendar,687.69,694.46,694.4,0.1912,1.0,1.0,75.25,-77.17,19.12,17.33,13560.05,685,-0.2239,0.4636,0.4336,0.0,cash_settle_proxy,42.06,691,0.18,0.3489,0.3189,1.4982,stop,-119.23
2026-04-15,2026-04-14,strangle,calendar,695.26,699.94,699.84,0.1836,1.0,1.0,69.33,-59.39,18.36,16.7,13700.53,692,-0.172,0.3212,0.2912,0.0,cash_settle_proxy,27.82,698,0.2178,0.432,0.402,1.2612,stop,-87.21
2026-04-16,2026-04-15,strangle,calendar,700.86,701.66,701.55,0.1817,1.0,1.0,68.41,-49.54,18.17,16.01,13799.62,698,-0.2025,0.3943,0.3643,1.1536,stop,-80.22,704,0.185,0.3498,0.3198,0.0,cash_settle_proxy,30.68
2026-04-17,2026-04-16,strangle,calendar,706.14,710.14,710.05,0.1794,1.0,1.0,67.48,-101.42,17.94,15.46,13904.28,703,-0.1791,0.3356,0.3056,0.0,cash_settle_proxy,29.26,709,0.206,0.3991,0.3691,1.663,stop,-130.68
2026-04-20,2026-04-17,strangle,calendar,708.78,708.72,708.69,0.1748,1.0,1.0,63.52,-57.98,17.48,14.81,13961.12,706,-0.2027,0.3841,0.3541,1.189,stop,-84.79,712,0.1723,0.3111,0.2811,0.0,cash_settle_proxy,26.81
2026-04-21,2026-04-20,strangle,calendar,709.55,704.08,704.14,0.1887,1.0,1.0,59.62,-71.2,18.87,17.79,13905.62,706,-0.1629,0.3149,0.2849,1.2822,stop,-101.03,713,0.1744,0.3413,0.3113,0.0,cash_settle_proxy,29.83
2026-04-22,2026-04-21,strangle,calendar,709.15,711.21,711.21,0.195,1.0,1.0,85.33,82.73,19.5,18.68,13983.34,706,-0.1991,0.4193,0.3893,0.0,cash_settle_proxy,37.63,712,0.2271,0.4941,0.4641,0.0,cash_settle_proxy,45.11
2026-04-23,2026-04-22,strangle,calendar,709.5,708.45,708.44,0.1892,1.0,1.0,60.07,-163.09,18.92,17.29,13900.07,706,-0.167,0.3256,0.2956,1.1521,stop,-86.95,713,0.1715,0.3351,0.3051,1.0535,stop,-76.14
2026-04-24,2026-04-23,strangle,calendar,710.75,713.94,713.98,0.1931,1.0,1.0,83.94,-54.0,19.31,18.04,14023.94,708,-0.2286,0.4971,0.4671,0.0,cash_settle_proxy,45.41,714,0.1947,0.4022,0.3722,1.3533,stop,-99.41
2026-04-27,2026-04-24,strangle,calendar,713.17,715.17,715.16,0.1871,1.0,1.0,77.8,75.2,18.71,16.71,14058.2,710,-0.1892,0.379,0.349,0.0,cash_settle_proxy,33.6,716,0.2205,0.459,0.429,0.0,cash_settle_proxy,41.6
2026-04-28,2026-04-27,strangle,calendar,711.82,711.69,711.68,0.1802,1.0,1.0,69.9,-50.74,18.02,16.69,14024.7,709,-0.2078,0.4107,0.3807,1.1804,stop,-81.27,715,0.1833,0.3483,0.3183,0.0,cash_settle_proxy,30.53
2026-04-29,2026-04-28,strangle,calendar,711.0,711.58,711.58,0.1783,1.0,1.0,67.43,64.83,17.83,16.69,13987.43,708,-0.1902,0.3623,0.3323,0.0,cash_settle_proxy,31.93,714,0.1948,0.372,0.342,0.0,cash_settle_proxy,32.9
2026-04-30,2026-04-29,strangle,calendar,714.63,718.66,718.39,0.1881,1.0,1.0,80.08,-327.93,18.81,17.61,14109.68,712,-0.2339,0.5016,0.4716,2.3818,stop,-192.32,718,0.181,0.3591,0.3291,1.6723,stop,-135.61
2026-05-01,2026-04-30,strangle,calendar,721.25,720.65,720.67,0.1689,1.0,1.0,60.71,-126.76,16.89,14.37,14210.71,718,-0.1615,0.2832,0.2532,0.0,cash_settle_proxy,24.02,724,0.206,0.3839,0.3539,1.8488,stop,-150.78
2026-05-04,2026-05-01,strangle,calendar,719.72,718.01,718.07,0.1699,1.0,1.0,61.39,-281.94,16.99,14.15,14183.8,717,-0.2047,0.3839,0.3539,2.5821,stop,-224.12,723,0.1646,0.29,0.26,0.8252,stop,-57.82
2026-05-05,2026-05-04,strangle,calendar,721.77,723.77,723.74,0.1829,1.0,1.0,75.73,73.13,18.29,16.6,14234.12,719,-0.2181,0.45,0.42,0.0,cash_settle_proxy,40.7,725,0.1869,0.3673,0.3373,0.0,cash_settle_proxy,32.43
2026-05-06,2026-05-05,strangle,calendar,728.16,733.83,733.77,0.1738,1.0,1.0,67.34,-61.58,17.38,14.64,14346.54,725,-0.1774,0.3311,0.3011,0.0,cash_settle_proxy,28.81,731,0.2074,0.4023,0.3723,1.2633,stop,-90.4
2026-05-07,2026-05-06,strangle,calendar,735.05,731.58,731.56,0.1739,1.0,1.0,69.03,-65.08,17.39,14.76,14475.03,732,-0.1882,0.3605,0.3305,1.3152,stop,-99.76,738,0.2008,0.3898,0.3598,0.0,cash_settle_proxy,34.68
2026-05-08,2026-05-07,strangle,calendar,734.93,737.62,737.53,0.1708,1.0,1.0,65.6,-56.29,17.08,14.56,14471.2,732,-0.1934,0.3665,0.3365,0.0,cash_settle_proxy,32.35,738,0.187,0.3495,0.3195,1.1929,stop,-88.64
2026-05-11,2026-05-08,strangle,calendar,736.45,739.3,739.2,0.1719,1.0,1.0,88.46,-87.62,17.19,14.21,14572.46,734,-0.2362,0.4786,0.4486,0.0,cash_settle_proxy,43.56,739,0.2323,0.466,0.436,1.7348,stop,-131.18
2026-05-12,2026-05-11,strangle,calendar,736.89,738.18,738.2,0.1838,1.0,1.0,80.74,-193.23,18.38,16.89,14529.54,734,-0.2143,0.4512,0.4212,2.7137,stop,-230.55,740,0.202,0.4161,0.3861,0.0,cash_settle_proxy,37.31
2026-05-13,2026-05-12,strangle,calendar,738.47,742.31,742.3,0.1799,1.0,1.0,58.17,-191.43,17.99,16.34,14480.57,735,-0.1666,0.3212,0.2912,1.2377,stop,-95.96,742,0.1669,0.3205,0.2905,1.2323,stop,-95.47
2026-05-14,2026-05-13,strangle,calendar,743.65,748.17,748.08,0.1787,1.0,1.0,77.59,-44.35,17.87,15.87,14685.59,741,-0.2296,0.4842,0.4542,0.0,cash_settle_proxy,44.12,747,0.1797,0.3518,0.3218,1.1934,stop,-88.46
2026-05-15,2026-05-14,strangle,calendar,741.79,739.17,739.08,0.1726,1.0,1.0,69.62,-131.71,17.26,15.14,14626.42,739,-0.2095,0.4141,0.3841,1.9873,stop,-161.62,745,0.181,0.3421,0.3121,0.0,cash_settle_proxy,29.91
2026-05-18,2026-05-15,strangle,calendar,739.83,738.65,738.56,0.1843,1.0,1.0,82.28,-144.74,18.43,16.37,14595.88,737,-0.2206,0.4717,0.4417,2.2442,stop,-181.56,743,0.1991,0.4111,0.3811,0.0,cash_settle_proxy,36.81
2026-05-19,2026-05-18,strangle,calendar,734.78,733.73,733.79,0.1782,1.0,1.0,74.05,-85.85,17.82,16.86,14491.65,732,-0.2155,0.4392,0.4092,1.573,stop,-117.68,738,0.1856,0.3613,0.3313,0.0,cash_settle_proxy,31.83
2026-05-20,2026-05-19,strangle,calendar,735.71,741.25,741.25,0.1806,1.0,1.0,77.28,-52.16,18.06,16.64,14520.47,733,-0.2246,0.4703,0.4403,0.0,cash_settle_proxy,42.73,739,0.184,0.3625,0.3325,1.2684,stop,-94.89
2026-05-21,2026-05-20,strangle,calendar,738.64,742.72,742.75,0.1744,1.0,1.0,71.45,-98.84,17.44,15.14,14580.24,736,-0.2235,0.4531,0.4231,0.0,cash_settle_proxy,41.01,742,0.1714,0.3214,0.2914,1.6769,stop,-139.85
2026-05-22,2026-05-21,strangle,calendar,746.24,745.64,745.59,0.1676,1.0,1.0,65.42,62.82,16.76,14.08,14714.21,743,-0.1685,0.3068,0.2768,0.0,cash_settle_proxy,26.38,749,0.2113,0.4073,0.3773,0.0,cash_settle_proxy,36.43
2026-05-26,2026-05-22,strangle,calendar,750.01,750.59,750.47,0.167,1.0,1.0,65.18,62.58,16.7,14.07,14766.38,747,-0.1865,0.3492,0.3192,0.0,cash_settle_proxy,30.62,753,0.1928,0.3626,0.3326,0.0,cash_settle_proxy,31.96
2026-05-27,2026-05-26,strangle,calendar,750.88,750.46,750.47,0.1701,1.0,1.0,68.94,66.34,17.01,14.84,14798.54,748,-0.2015,0.3931,0.3631,0.0,cash_settle_proxy,35.01,754,0.1872,0.3563,0.3263,0.0,cash_settle_proxy,31.33
2026-05-28,2026-05-27,strangle,calendar,750.25,754.6,754.64,0.1629,1.0,1.0,61.29,-138.95,16.29,13.27,14791.29,747,-0.1622,0.2858,0.2558,0.0,cash_settle_proxy,24.28,753,0.2068,0.3871,0.3571,1.9764,stop,-163.24
2026-05-29,2026-05-28,strangle,calendar,755.9,756.48,756.4,0.1574,1.0,1.0,56.15,-38.96,15.74,12.98,14884.15,753,-0.1831,0.324,0.294,0.0,cash_settle_proxy,28.1,759,0.1717,0.2975,0.2675,0.9252,stop,-67.07
2026-06-01,2026-05-29,strangle,calendar,755.36,758.54,758.44,0.1532,1.0,1.0,70.86,-207.72,15.32,12.59,14942.06,753,-0.2245,0.4094,0.3794,0.0,cash_settle_proxy,36.64,758,0.2036,0.3592,0.3292,2.7598,stop,-244.35
2026-06-02,2026-06-01,strangle,calendar,757.03,759.57,759.47,0.1605,1.0,1.0,59.72,-89.63,16.05,13.76,14903.32,754,-0.1777,0.3185,0.2885,0.0,cash_settle_proxy,27.55,760,0.1871,0.3387,0.3087,1.4675,stop,-117.18
2026-06-03,2026-06-02,strangle,calendar,758.15,754.24,754.19,0.1577,1.0,1.0,57.14,-90.41,15.77,13.19,14935.14,755,-0.1645,0.2844,0.2544,1.4495,stop,-120.8,761,0.1931,0.347,0.317,0.0,cash_settle_proxy,30.4
2026-06-04,2026-06-03,strangle,calendar,752.1,757.09,757.05,0.1606,1.0,1.0,58.78,-46.71,16.06,13.41,14810.78,749,-0.1708,0.3012,0.2712,0.0,cash_settle_proxy,25.82,755,0.1914,0.3465,0.3165,1.0289,stop,-72.53
2026-06-05,2026-06-04,strangle,calendar,752.31,737.55,737.4,0.154,1.0,1.0,71.22,-166.87,15.4,12.65,14886.42,750,-0.2296,0.4219,0.3919,2.3549,stop,-197.6,755,0.1994,0.3502,0.3202,0.0,cash_settle_proxy,30.72
2026-06-15,2026-06-12,strangle,calendar,751.85,754.83,754.66,0.1768,1.0,1.0,76.91,-74.66,17.68,17.26,14828.91,749,-0.2132,0.4399,0.4099,0.0,cash_settle_proxy,39.69,755,0.1945,0.3892,0.3592,1.4897,stop,-114.35
2026-06-16,2026-06-15,strangle,calendar,754.55,750.33,750.35,0.162,1.0,1.0,81.26,-48.99,16.2,15.58,14927.26,752,-0.2195,0.4198,0.3898,1.2765,stop,-89.97,757,0.2334,0.4528,0.4228,0.0,cash_settle_proxy,40.98
2026-06-17,2026-06-16,strangle,calendar,751.29,740.96,740.93,0.1641,1.0,1.0,63.03,-819.45,16.41,15.77,14817.82,748,-0.1614,0.2865,0.2565,8.7987,stop,-855.53,754,0.2123,0.4038,0.3738,0.0,cash_settle_proxy,36.08
2026-06-22,2026-06-18,strangle,calendar,747.7,744.39,744.38,0.164,1.0,1.0,61.97,-279.2,16.4,13.93,14745.97,745,-0.2071,0.3907,0.3607,2.382,stop,-203.43,751,0.1638,0.2891,0.2591,1.0038,stop,-75.77
2026-06-23,2026-06-22,strangle,calendar,733.81,733.58,733.67,0.1728,1.0,1.0,67.72,-247.12,17.28,16.29,14462.92,731,-0.2056,0.4003,0.3703,0.0,cash_settle_proxy,35.73,737,0.1802,0.3369,0.3069,3.1224,stop,-282.85
